test_id,user_id,is_bonus_attempted,section_id,question_id,marked_options,is_correct,input_value,time_taken,time_left_when_attempted,status
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f16,65a7e545fac8272031a65f2e,['f3de8e'],True,,187,20.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f16,65a7e545fac8272031a65f30,['254843'],True,,52,20.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f16,65a7e545fac8272031a65f32,['a5a169'],False,,182,20.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f16,65a7e545fac8272031a65f34,['e559a1'],True,,116,20.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f16,65a7e545fac8272031a65f36,['9bc343'],True,,123,20.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f16,65a7e545fac8272031a65f38,['861288'],True,,59,149.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f16,65a7e545fac8272031a65f3a,['cdbb08'],True,,242,145.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f16,65a7e545fac8272031a65f3c,['70fc96'],True,,102,143.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f3e,65a7e545fac8272031a65f3f,[],True,150,145,20.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f3e,65a7e545fac8272031a65f40,[],True,40,107,139.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f3e,65a7e545fac8272031a65f41,[],True,144,16,139.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f3e,65a7e545fac8272031a65f42,[],True,,306,17.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f3e,65a7e545fac8272031a65f43,[],True,0,169,134.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f3e,65a7e545fac8272031a65f44,[],True,,90,16.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f3e,65a7e545fac8272031a65f45,[],True,40,158,131.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f3e,65a7e545fac8272031a65f46,[],True,0,0,131.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f3e,65a7e545fac8272031a65f47,[],True,0,0,16.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f3e,65a7e545fac8272031a65f48,[],True,0,1,16.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f4a,['19f408'],True,,103,16.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f4c,['8f94b5'],True,,54,128.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f4e,['3c9d65'],True,,70,127.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f50,['1fc470'],True,,121,125.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f52,['988e72'],True,,52,124.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f54,[],True,,146,15.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f55,['022dc2'],True,,41,122.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f57,['603a7e'],True,,60,116.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f59,['1dfed7'],False,,91,115.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f5b,['cbee6e'],True,,141,113.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f5d,['108327'],True,,220,112.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f5f,['ae2a41'],True,,192,111.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f61,['7b8f57'],True,,121,109.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f63,['c5f9c3'],True,,96,108.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f65,['79d773'],True,,98,107.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f67,['e6566c'],True,,82,106.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f69,['9f763e'],True,,140,104.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f6b,[],True,,93,14.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f6c,['c87403'],True,,74,14.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f49,65a7e545fac8272031a65f6e,['3070e2'],True,,69,101.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f70,65a7e545fac8272031a65f71,[],True,3,50,14.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f70,65a7e545fac8272031a65f72,[],True,60,248,96.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f70,65a7e545fac8272031a65f73,[],True,2,158,93.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f70,65a7e545fac8272031a65f74,[],True,2,83,92.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f70,65a7e545fac8272031a65f75,[],True,3,114,90.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f70,65a7e545fac8272031a65f76,[],True,0,0,90.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f70,65a7e545fac8272031a65f77,[],True,0,0,14.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f70,65a7e545fac8272031a65f78,[],True,0,1,14.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f70,65a7e545fac8272031a65f79,[],True,0,2,14.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f70,65a7e545fac8272031a65f7a,[],True,0,1,14.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f7c,['a0fd2f'],True,,178,14.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f7e,['246125'],True,,212,83.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f80,['45c593'],False,,81,82.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f82,['d6ecc1'],True,,96,80.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f84,['380a95'],True,,202,77.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f86,['5a4b2f'],True,,77,76.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f88,[],True,,272,11.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f89,['e7aff1'],True,,97,72.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f8b,['5cd58b'],True,,128,70.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f8d,['f8475a'],True,,124,68.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f8f,['0c5fe8'],True,,255,64.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f91,[],True,,294,7.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f92,['34e2ae'],True,,224,7.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f94,['5bd100'],True,,146,57.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f96,['bace74'],True,,90,55.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f98,['009fbb'],True,,186,52.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f9a,['2cb05f'],True,,260,48.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f9c,['98b4c0'],True,,75,46.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65f9e,['b18681'],True,,433,39.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65f7b,65a7e545fac8272031a65fa0,['0df4e9'],True,,105,7.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65fa2,65a7e545fac8272031a65fa3,[],True,6,140,7.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65fa2,65a7e545fac8272031a65fa4,[],True,39,70,33.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65fa2,65a7e545fac8272031a65fa5,[],True,0,101,32.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65fa2,65a7e545fac8272031a65fa6,[],True,,127,5.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65fa2,65a7e545fac8272031a65fa7,[],True,,279,1.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65fa2,65a7e545fac8272031a65fa8,[],True,,84,1.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65fa2,65a7e545fac8272031a65fa9,[],True,18,181,26.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65fa2,65a7e545fac8272031a65faa,[],True,3,188,25.0,answered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65fa2,65a7e545fac8272031a65fab,[],True,0,0,25.0,notAnswered
65a7e545fac8272031a65f15,642f896f0bf2518e44d38975,False,65a7e545fac8272031a65fa2,65a7e545fac8272031a65fac,[],True,,0,,notVisited
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c04,['a822e5'],True,,164,35.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c06,['1e0eed'],True,,204,35.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c08,[],True,0,22,175.0,notAnswered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c09,['82bfc4'],True,,252,172.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c0b,['bfa7df'],True,,95,171.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c0d,['bf26cd'],True,,51,170.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c0f,['95401b'],True,,153,167.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c11,['7e9bb0'],True,,173,164.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c13,['7cc05e'],True,,69,163.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c15,['05743b'],True,,107,161.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c17,['b3d7a3'],False,,125,159.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c19,['b22372'],True,,59,158.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c1b,['b041a4'],True,,120,156.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c1d,['cb7acd'],True,,124,154.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c1f,['33c6c3'],True,,67,153.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c21,['baabf8'],True,,101,151.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c23,['c9d89b'],True,,88,149.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c25,['9b9f71'],True,,165,147.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c27,['9dd93a'],True,,106,145.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c03,65a3e9ad2184b91ee5728c29,['3db73c'],True,,56,144.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c2b,65a3e9ad2184b91ee5728c2c,[],True,2,128,10.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c2b,65a3e9ad2184b91ee5728c2d,[],True,240,115,140.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c2b,65a3e9ad2184b91ee5728c2e,[],True,12,59,139.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c2b,65a3e9ad2184b91ee5728c2f,[],True,9,114,137.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c2b,65a3e9ad2184b91ee5728c30,[],True,2,141,135.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c2b,65a3e9ad2184b91ee5728c31,[],True,0,144,8.0,notAnswered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c2b,65a3e9ad2184b91ee5728c32,[],True,0,235,4.0,notAnswered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c2b,65a3e9ad2184b91ee5728c33,[],True,0,70,3.0,notAnswered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c2b,65a3e9ad2184b91ee5728c34,[],True,0,115,1.0,notAnswered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c2b,65a3e9ad2184b91ee5728c35,[],True,0,0,1.0,notAnswered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c37,['b098a8'],True,,97,35.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c39,['4f3f2c'],True,,61,132.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c3b,['062187'],True,,36,131.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c3d,[],True,,133,35.0,notAnswered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c3e,['3f44c0'],True,,113,129.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c40,['8fff9c'],True,,69,128.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c42,['5229fd'],False,,269,125.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c44,['c42d9e'],True,,96,124.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c46,['359128'],True,,97,122.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c48,['b2a578'],True,,155,119.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c4a,['13f2d5'],True,,62,118.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c4c,[],True,,173,33.0,notAnswered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c4d,['c7e212'],True,,107,116.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c4f,['e5f9ed'],True,,162,113.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c51,['e881de'],True,,109,111.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c53,[],True,,128,32.0,notAnswered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c54,['6fe9f0'],False,,162,32.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c56,['90983e'],True,,90,102.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c58,['50bd98'],True,,57,102.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c36,65a3e9ad2184b91ee5728c5a,['44f7fb'],False,,129,101.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c5c,65a3e9ad2184b91ee5728c5d,[],True,56,159,16.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c5c,65a3e9ad2184b91ee5728c5e,[],True,400,225,96.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c5c,65a3e9ad2184b91ee5728c5f,[],True,16,117,94.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c5c,65a3e9ad2184b91ee5728c60,[],True,2,26,93.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c5c,65a3e9ad2184b91ee5728c61,[],True,9,161,91.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c5c,65a3e9ad2184b91ee5728c62,[],True,0,57,15.0,notAnswered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c5c,65a3e9ad2184b91ee5728c63,[],True,0,65,14.0,notAnswered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c5c,65a3e9ad2184b91ee5728c64,[],True,0,82,13.0,notAnswered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c5c,65a3e9ad2184b91ee5728c65,[],True,0,42,12.0,notAnswered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c5c,65a3e9ad2184b91ee5728c66,[],True,0,99,10.0,notAnswered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c67,65a3e9ad2184b91ee5728c68,['32f01c'],True,,105,32.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c67,65a3e9ad2184b91ee5728c6a,['437f15'],True,,204,85.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c67,65a3e9ad2184b91ee5728c6c,['598593'],True,,105,84.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c67,65a3e9ad2184b91ee5728c6e,['00bc4f'],False,,131,81.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c67,65a3e9ad2184b91ee5728c70,['70d50d'],True,,113,79.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c67,65a3e9ad2184b91ee5728c72,['646330'],True,,96,78.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c67,65a3e9ad2184b91ee5728c74,[],True,,246,29.0,notAnswered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c67,65a3e9ad2184b91ee5728c75,['6d9ff0'],True,,136,75.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c67,65a3e9ad2184b91ee5728c77,['e975f8'],False,,102,73.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c67,65a3e9ad2184b91ee5728c79,['c5267d'],True,,112,71.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c67,65a3e9ad2184b91ee5728c7b,['9cafe1'],True,,62,70.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c67,65a3e9ad2184b91ee5728c7d,['65047e'],True,,119,68.0,answered
65a3e9ad2184b91ee5728c02,642f896f0bf2518e44d38975,False,65a3e9ad2184b91ee5728c67,65a3e9ad2184b91ee5728c7f,['c9dd87'],True,,121,66.0,answered
